trade_id,price,side,size,time
451,295.14,sell,0.01,2015-01-08T04:27:22.854503Z
452,297.32,sell,0.01,2015-01-08T04:27:38.963928Z
453,289.2,buy,0.01,2015-01-08T04:28:13.123637Z
454,299.73,sell,0.01,2015-01-08T04:28:43.05604Z
455,295.06,buy,0.01,2015-01-08T04:29:21.949423Z
456,292.52,buy,0.01,2015-01-08T04:29:33.24333Z
457,283.24,sell,0.01,2015-01-08T04:29:54.004921Z
458,295.45,buy,0.01,2015-01-08T04:30:01.645953Z
459,296.75,sell,0.01,2015-01-08T04:30:32.230244Z
460,292.88,sell,0.01,2015-01-08T04:30:42.838461Z
461,287.46,sell,0.01,2015-01-08T04:31:17.892896Z
462,298.72,buy,0.01,2015-01-08T04:31:50.569618Z
463,284.15,buy,0.01,2015-01-08T04:32:09.179252Z
464,293.39,sell,0.01,2015-01-08T04:32:34.358389Z
465,287.67,sell,0.01,2015-01-08T04:33:04.136808Z
466,287.54,sell,0.01,2015-01-08T04:33:24.337406Z
467,283.67,buy,0.01,2015-01-08T04:33:54.686008Z
468,291.82,buy,0.01,2015-01-08T04:34:12.208607Z
469,297.28,buy,0.01,2015-01-08T04:34:50.61614Z
470,299.38,sell,0.01,2015-01-08T04:35:35.489653Z
471,288.41,sell,0.01,2015-01-08T04:36:03.069296Z
472,283.17,sell,0.01,2015-01-08T04:36:47.492675Z
473,293.54,sell,0.01,2015-01-08T04:37:11.77137Z
474,293.63,sell,0.01,2015-01-08T04:37:40.236624Z
475,285.93,buy,0.01,2015-01-08T04:37:59.984475Z
476,292.7,buy,0.01,2015-01-08T04:38:15.279249Z
477,282.47,buy,0.01,2015-01-08T04:38:57.006062Z
478,298.62,buy,0.01,2015-01-08T04:39:07.14517Z
479,295.99,sell,0.01,2015-01-08T04:39:32.355501Z
480,299.38,sell,0.01,2015-01-08T04:40:16.994412Z
481,295.01,buy,0.01,2015-01-08T04:40:28.639357Z
482,290.61,sell,0.01,2015-01-08T04:40:37.402611Z
483,298.0,sell,0.01,2015-01-08T04:41:09.647114Z
484,299.16,buy,0.01,2015-01-08T04:41:42.374038Z
485,291.66,sell,0.01,2015-01-08T04:41:57.19035Z
486,288.32,sell,0.01,2015-01-08T04:42:35.189115Z
487,291.04,sell,0.01,2015-01-08T04:43:12.549117Z
488,297.68,sell,0.01,2015-01-08T04:43:53.001236Z
489,290.08,sell,0.01,2015-01-08T04:44:12.440044Z
490,298.49,sell,0.01,2015-01-08T04:44:43.70447Z
491,288.31,buy,0.01,2015-01-08T04:45:17.235295Z
492,299.39,sell,0.01,2015-01-08T04:45:42.480549Z
493,294.02,sell,0.01,2015-01-08T04:46:12.504088Z
494,295.17,sell,0.01,2015-01-08T04:46:40.774872Z
495,299.61,buy,0.01,2015-01-08T04:46:53.780947Z
496,293.41,buy,0.01,2015-01-08T04:47:27.155813Z
497,288.65,buy,0.01,2015-01-08T04:47:36.223385Z
498,289.43,buy,0.01,2015-01-08T04:47:58.843165Z
499,293.08,buy,0.01,2015-01-08T04:48:15.599847Z
500,284.27,buy,0.01,2015-01-08T04:48:29.303215Z
501,295.59,sell,0.01,2015-01-08T04:48:45.445725Z
502,296.08,buy,0.01,2015-01-08T04:49:29.153194Z
503,272.66,buy,0.01,2015-01-08T04:50:04.897926Z
504,309.36,buy,0.01,2015-01-08T04:50:41.077501Z
505,281.56,sell,0.01,2015-01-08T04:51:15.545612Z
506,269.0,buy,0.01,2015-01-08T04:51:54.261881Z
507,305.22,sell,0.01,2015-01-08T04:52:28.124413Z
508,276.66,sell,0.01,2015-01-08T04:53:01.995957Z
509,297.2,sell,0.01,2015-01-08T04:53:25.456016Z
510,300.74,sell,0.01,2015-01-08T04:53:59.343006Z
511,267.96,sell,0.01,2015-01-08T04:54:18.296385Z
512,288.63,buy,0.01,2015-01-08T04:54:54.912675Z
513,294.87,buy,0.01,2015-01-08T04:55:38.444Z
514,272.74,sell,0.01,2015-01-08T04:56:00.558018Z
515,314.53,buy,0.01,2015-01-08T04:56:10.684211Z
516,305.89,sell,0.01,2015-01-08T04:56:48.971279Z
517,265.68,sell,0.01,2015-01-08T04:56:55.405799Z
518,278.4,buy,0.01,2015-01-08T04:57:29.693711Z
519,272.2,buy,0.01,2015-01-08T04:58:14.382905Z
520,298.14,sell,0.01,2015-01-08T04:58:55.19062Z
521,307.57,buy,0.01,2015-01-08T04:59:21.914804Z
522,314.96,sell,0.01,2015-01-08T05:00:05.703766Z
523,268.98,sell,0.01,2015-01-08T05:00:33.598582Z
524,279.4,sell,0.01,2015-01-08T05:00:42.011452Z
525,314.04,buy,0.01,2015-01-08T05:01:05.467331Z
526,277.22,buy,0.01,2015-01-08T05:01:19.529644Z
527,278.06,buy,0.01,2015-01-08T05:01:49.177745Z
528,276.12,sell,0.01,2015-01-08T05:02:27.806341Z
529,292.81,buy,0.01,2015-01-08T05:02:40.907942Z
530,309.19,buy,0.01,2015-01-08T05:03:06.38345Z
531,282.87,sell,0.01,2015-01-08T05:03:30.419429Z
532,284.43,buy,0.01,2015-01-08T05:04:06.558852Z
533,294.51,buy,0.01,2015-01-08T05:04:42.869222Z
534,285.15,sell,0.01,2015-01-08T05:05:23.88722Z
535,300.91,buy,0.01,2015-01-08T05:05:33.262855Z
536,272.97,buy,0.01,2015-01-08T05:05:46.770255Z
537,284.39,buy,0.01,2015-01-08T05:06:26.030268Z
538,311.8,buy,0.01,2015-01-08T05:06:40.492307Z
539,267.34,sell,0.01,2015-01-08T05:07:23.435335Z
540,290.95,sell,0.01,2015-01-08T05:08:04.906894Z
541,274.9,sell,0.01,2015-01-08T05:08:34.39829Z
542,314.09,buy,0.01,2015-01-08T05:08:59.478129Z
543,291.48,buy,0.01,2015-01-08T05:09:17.252876Z
544,305.75,sell,0.01,2015-01-08T05:09:50.513652Z
545,285.33,sell,0.01,2015-01-08T05:10:31.279801Z
546,295.15,sell,0.01,2015-01-08T05:10:54.164088Z
547,278.28,sell,0.01,2015-01-08T05:11:31.859802Z
548,274.28,buy,0.01,2015-01-08T05:11:39.645063Z
549,268.93,sell,0.01,2015-01-08T05:11:59.482005Z
550,312.13,sell,0.01,2015-01-08T05:12:33.814497Z
551,270.0,sell,0.01,2015-01-08T05:13:04.421913Z
552,307.15,buy,0.01,2015-01-08T05:13:41.306067Z
553,293.71,sell,0.01,2015-01-08T05:14:04.280213Z
554,285.97,buy,0.01,2015-01-08T05:14:35.648294Z
555,272.89,buy,0.01,2015-01-08T05:15:13.847806Z
556,265.64,buy,0.01,2015-01-08T05:15:21.521147Z
557,296.8,buy,0.01,2015-01-08T05:15:41.877001Z
558,312.25,sell,0.01,2015-01-08T05:15:53.108443Z
559,290.04,sell,0.01,2015-01-08T05:16:11.287925Z
560,271.5,sell,0.01,2015-01-08T05:16:49.140581Z
561,267.69,sell,0.01,2015-01-08T05:16:55.074745Z
562,311.39,buy,0.01,2015-01-08T05:17:12.74393Z
563,268.92,sell,0.01,2015-01-08T05:17:49.620643Z
564,286.8,sell,0.01,2015-01-08T05:18:33.418549Z
565,270.62,sell,0.01,2015-01-08T05:19:02.241602Z
566,272.66,buy,0.01,2015-01-08T05:19:34.213747Z
567,270.7,sell,0.01,2015-01-08T05:19:46.302189Z
568,299.49,sell,0.01,2015-01-08T05:20:27.302569Z
569,281.19,buy,0.01,2015-01-08T05:20:39.645635Z
570,272.54,sell,0.01,2015-01-08T05:20:47.342278Z
571,313.21,sell,0.01,2015-01-08T05:21:04.338509Z
572,293.14,sell,0.01,2015-01-08T05:21:26.334437Z
573,270.72,sell,0.01,2015-01-08T05:21:38.466367Z
574,290.87,sell,0.01,2015-01-08T05:21:56.470912Z
575,295.48,sell,0.01,2015-01-08T05:22:15.584579Z
576,270.34,buy,0.01,2015-01-08T05:22:34.603926Z
577,304.49,buy,0.01,2015-01-08T05:22:44.791767Z
578,277.54,buy,0.01,2015-01-08T05:23:29.355211Z
579,276.96,sell,0.01,2015-01-08T05:24:09.070752Z
580,265.58,buy,0.01,2015-01-08T05:24:35.958914Z
581,289.87,buy,0.01,2015-01-08T05:25:02.89569Z
582,279.78,buy,0.01,2015-01-08T05:25:21.203309Z
583,290.33,sell,0.01,2015-01-08T05:25:53.32313Z
584,280.38,buy,0.01,2015-01-08T05:26:28.574239Z
585,273.99,sell,0.01,2015-01-08T05:27:10.175141Z
586,287.43,sell,0.01,2015-01-08T05:27:44.195115Z
587,279.5,sell,0.01,2015-01-08T05:28:15.488837Z
588,269.1,buy,0.01,2015-01-08T05:28:45.204721Z
589,295.54,sell,0.01,2015-01-08T05:28:55.634218Z
590,303.67,buy,0.01,2015-01-08T05:29:05.409686Z
591,308.13,sell,0.01,2015-01-08T05:29:21.95866Z
592,290.1,sell,0.01,2015-01-08T05:30:06.179845Z
593,273.24,buy,0.01,2015-01-08T05:30:27.39939Z
594,279.42,buy,0.01,2015-01-08T05:31:00.240986Z
595,266.82,buy,0.01,2015-01-08T05:31:07.361093Z
596,311.19,buy,0.01,2015-01-08T05:31:42.138899Z
597,290.2,buy,0.01,2015-01-08T05:32:26.56162Z
598,294.68,sell,0.01,2015-01-08T05:32:39.681627Z
599,301.4,buy,0.01,2015-01-08T05:33:13.470215Z
600,306.51,sell,0.01,2015-01-08T05:33:40.58376Z
601,275.13,sell,0.01,2015-01-08T05:33:53.611707Z
602,288.47,buy,0.01,2015-01-08T05:34:09.295911Z
603,307.84,buy,0.01,2015-01-08T05:34:40.537136Z
604,286.82,sell,0.01,2015-01-08T05:35:11.10347Z
605,306.42,buy,0.01,2015-01-08T05:35:16.939122Z
606,265.51,sell,0.01,2015-01-08T05:35:56.838854Z
607,298.15,sell,0.01,2015-01-08T05:36:10.604365Z
608,312.09,sell,0.01,2015-01-08T05:36:37.506005Z
609,269.62,buy,0.01,2015-01-08T05:36:56.245352Z
610,309.79,sell,0.01,2015-01-08T05:37:25.148214Z
611,266.43,sell,0.01,2015-01-08T05:38:01.301031Z
612,301.62,buy,0.01,2015-01-08T05:38:22.371792Z
613,271.74,buy,0.01,2015-01-08T05:38:50.166643Z
614,290.29,sell,0.01,2015-01-08T05:39:19.472232Z
615,286.6,buy,0.01,2015-01-08T05:40:01.135933Z
616,271.26,sell,0.01,2015-01-08T05:40:41.298744Z
617,305.95,buy,0.01,2015-01-08T05:41:00.993315Z
618,296.15,buy,0.01,2015-01-08T05:41:34.471602Z
619,302.1,sell,0.01,2015-01-08T05:41:42.567317Z
620,288.11,buy,0.01,2015-01-08T05:41:57.970866Z
621,292.5,sell,0.01,2015-01-08T05:42:03.854604Z
622,283.98,sell,0.01,2015-01-08T05:42:48.385388Z
623,297.92,buy,0.01,2015-01-08T05:43:24.919001Z
624,281.51,buy,0.01,2015-01-08T05:43:42.986093Z
625,296.6,sell,0.01,2015-01-08T05:44:06.578071Z
626,267.3,sell,0.01,2015-01-08T05:44:23.837403Z
627,292.52,buy,0.01,2015-01-08T05:44:33.124383Z
628,285.76,buy,0.01,2015-01-08T05:45:06.436278Z
629,290.14,sell,0.01,2015-01-08T05:45:42.388904Z
630,290.71,buy,0.01,2015-01-08T05:46:18.300334Z
631,282.85,sell,0.01,2015-01-08T05:46:37.806824Z
632,277.27,sell,0.01,2015-01-08T05:47:14.440043Z
633,297.13,buy,0.01,2015-01-08T05:47:22.708402Z
634,272.02,buy,0.01,2015-01-08T05:47:55.017489Z
635,294.07,buy,0.01,2015-01-08T05:48:13.974565Z
636,308.74,sell,0.01,2015-01-08T05:48:23.231124Z
637,267.17,sell,0.01,2015-01-08T05:49:00.572653Z
638,267.78,sell,0.01,2015-01-08T05:49:18.297016Z
639,292.64,buy,0.01,2015-01-08T05:49:27.390575Z
640,294.47,buy,0.01,2015-01-08T05:50:10.423513Z
641,288.99,buy,0.01,2015-01-08T05:50:48.664203Z
642,314.62,buy,0.01,2015-01-08T05:51:08.98988Z
643,278.77,buy,0.01,2015-01-08T05:51:37.885563Z
644,314.25,buy,0.01,2015-01-08T05:52:08.598907Z
645,284.34,sell,0.01,2015-01-08T05:52:31.937789Z
646,307.38,buy,0.01,2015-01-08T05:52:57.802214Z
647,265.91,buy,0.01,2015-01-08T05:53:13.705815Z
648,284.04,buy,0.01,2015-01-08T05:53:39.680464Z
649,292.21,buy,0.01,2015-01-08T05:53:57.377845Z
650,289.58,buy,0.01,2015-01-08T05:54:36.84271Z
651,274.47,buy,0.01,2015-01-08T05:54:58.060819Z
652,302.75,buy,0.01,2015-01-08T05:55:24.553611Z
653,280.45,sell,0.01,2015-01-08T05:55:30.780493Z
654,278.24,buy,0.01,2015-01-08T05:55:50.370798Z
655,267.49,sell,0.01,2015-01-08T05:56:01.946113Z
656,295.12,buy,0.01,2015-01-08T05:56:47.219588Z
657,272.67,buy,0.01,2015-01-08T05:56:56.079885Z
658,297.64,sell,0.01,2015-01-08T05:57:10.528209Z
659,278.84,sell,0.01,2015-01-08T05:57:53.675718Z
660,304.19,sell,0.01,2015-01-08T05:58:00.408384Z
661,277.71,sell,0.01,2015-01-08T05:58:19.027447Z
662,308.05,buy,0.01,2015-01-08T05:58:56.47323Z
663,274.32,sell,0.01,2015-01-08T05:59:32.93545Z
664,285.17,buy,0.01,2015-01-08T05:59:46.813082Z
665,275.44,buy,0.01,2015-01-08T05:59:53.948666Z
666,297.08,sell,0.01,2015-01-08T06:00:04.448233Z
667,284.23,buy,0.01,2015-01-08T06:00:28.917666Z
668,271.04,buy,0.01,2015-01-08T06:01:08.360306Z
669,268.82,buy,0.01,2015-01-08T06:01:45.383932Z
670,285.45,buy,0.01,2015-01-08T06:02:25.975194Z
671,271.39,sell,0.01,2015-01-08T06:02:51.983511Z
672,287.38,buy,0.01,2015-01-08T06:03:18.360228Z
673,308.16,buy,0.01,2015-01-08T06:03:57.133118Z
674,302.03,buy,0.01,2015-01-08T06:04:06.647329Z
675,265.76,sell,0.01,2015-01-08T06:04:40.609748Z
676,273.58,buy,0.01,2015-01-08T06:05:12.92912Z
677,271.36,buy,0.01,2015-01-08T06:05:26.93684Z
678,278.01,buy,0.01,2015-01-08T06:05:36.920458Z
679,281.29,buy,0.01,2015-01-08T06:05:52.789612Z
680,294.31,buy,0.01,2015-01-08T06:06:29.982016Z
681,277.74,buy,0.01,2015-01-08T06:06:56.740735Z
682,287.82,buy,0.01,2015-01-08T06:07:02.708044Z
683,293.1,buy,0.01,2015-01-08T06:07:19.178681Z
684,304.79,sell,0.01,2015-01-08T06:07:34.23982Z
685,307.7,sell,0.01,2015-01-08T06:07:58.187872Z
686,310.19,buy,0.01,2015-01-08T06:08:16.86654Z
687,313.47,buy,0.01,2015-01-08T06:08:31.610483Z
688,306.73,sell,0.01,2015-01-08T06:09:01.550403Z
689,309.15,sell,0.01,2015-01-08T06:09:33.526665Z
690,281.91,sell,0.01,2015-01-08T06:09:57.698993Z
691,302.43,sell,0.01,2015-01-08T06:10:16.173316Z
692,302.26,buy,0.01,2015-01-08T06:10:35.349123Z
693,286.09,sell,0.01,2015-01-08T06:11:06.95438Z
694,286.08,buy,0.01,2015-01-08T06:11:48.232647Z
695,288.84,sell,0.01,2015-01-08T06:12:20.532161Z
696,301.06,buy,0.01,2015-01-08T06:12:38.544565Z
697,310.79,sell,0.01,2015-01-08T06:13:09.481199Z
698,290.48,buy,0.01,2015-01-08T06:13:48.06218Z
699,299.86,buy,0.01,2015-01-08T06:14:24.05443Z
700,295.62,sell,0.01,2015-01-08T06:14:53.310484Z
701,266.5,sell,0.01,2015-01-08T06:15:03.522367Z
702,282.22,buy,0.01,2015-01-08T06:15:10.476237Z
703,297.49,buy,0.01,2015-01-08T06:15:42.328868Z
704,285.75,sell,0.01,2015-01-08T06:16:07.757532Z
705,265.5,buy,0.01,2015-01-08T06:16:31.743162Z
706,289.43,sell,0.01,2015-01-08T06:17:16.480914Z
707,268.54,sell,0.01,2015-01-08T06:17:30.564178Z
708,305.36,sell,0.01,2015-01-08T06:17:40.648526Z
709,307.33,buy,0.01,2015-01-08T06:17:56.491676Z
710,265.52,sell,0.01,2015-01-08T06:18:25.161308Z
711,305.34,sell,0.01,2015-01-08T06:18:57.716571Z
712,287.65,sell,0.01,2015-01-08T06:19:28.550852Z
713,265.68,sell,0.01,2015-01-08T06:19:51.66235Z
714,290.19,buy,0.01,2015-01-08T06:20:32.485785Z
715,298.84,sell,0.01,2015-01-08T06:20:41.054643Z
716,280.59,buy,0.01,2015-01-08T06:21:03.700547Z
717,306.48,buy,0.01,2015-01-08T06:21:10.002532Z
718,267.41,buy,0.01,2015-01-08T06:21:33.983821Z
719,297.37,buy,0.01,2015-01-08T06:22:10.561822Z
720,298.37,buy,0.01,2015-01-08T06:22:48.779364Z
721,301.89,sell,0.01,2015-01-08T06:23:05.831745Z
722,281.0,buy,0.01,2015-01-08T06:23:20.709749Z
723,308.62,buy,0.01,2015-01-08T06:23:26.624357Z
724,285.86,buy,0.01,2015-01-08T06:23:52.592125Z
725,303.25,buy,0.01,2015-01-08T06:24:36.730068Z
726,294.66,sell,0.01,2015-01-08T06:24:58.715207Z
727,306.98,sell,0.01,2015-01-08T06:25:32.978717Z
728,296.07,sell,0.01,2015-01-08T06:26:15.055302Z
729,268.56,sell,0.01,2015-01-08T06:26:39.141016Z
730,295.14,sell,0.01,2015-01-08T06:27:18.669605Z
731,268.58,buy,0.01,2015-01-08T06:27:44.091082Z
732,290.55,buy,0.01,2015-01-08T06:28:19.184939Z
733,286.94,buy,0.01,2015-01-08T06:28:33.912364Z
734,266.88,sell,0.01,2015-01-08T06:29:10.835727Z
735,288.08,sell,0.01,2015-01-08T06:29:22.63437Z
736,270.13,buy,0.01,2015-01-08T06:29:35.379173Z
737,300.37,buy,0.01,2015-01-08T06:30:20.246395Z
738,276.25,sell,0.01,2015-01-08T06:30:58.011223Z
739,273.59,buy,0.01,2015-01-08T06:31:40.940648Z
740,290.35,sell,0.01,2015-01-08T06:31:57.527193Z
741,300.34,sell,0.01,2015-01-08T06:32:24.627965Z
742,311.59,sell,0.01,2015-01-08T06:33:00.025927Z
743,307.57,buy,0.01,2015-01-08T06:33:35.576461Z
744,281.17,buy,0.01,2015-01-08T06:34:14.120243Z
745,300.81,buy,0.01,2015-01-08T06:34:23.210055Z
746,314.26,buy,0.01,2015-01-08T06:35:02.140773Z
747,300.4,sell,0.01,2015-01-08T06:35:45.619228Z
748,293.7,buy,0.01,2015-01-08T06:36:30.588927Z
749,299.78,buy,0.01,2015-01-08T06:37:00.379651Z
750,308.65,sell,0.01,2015-01-08T06:37:15.505032Z
751,282.41,sell,0.01,2015-01-08T06:37:54.951792Z
752,306.19,buy,0.01,2015-01-08T06:38:22.981357Z
753,289.03,buy,0.01,2015-01-08T06:38:38.424944Z
754,296.91,buy,0.01,2015-01-08T06:39:22.173691Z
755,310.68,buy,0.01,2015-01-08T06:39:33.698726Z
756,308.01,buy,0.01,2015-01-08T06:40:05.359412Z
757,302.66,sell,0.01,2015-01-08T06:40:17.385429Z
758,285.99,sell,0.01,2015-01-08T06:40:59.104214Z
759,293.36,sell,0.01,2015-01-08T06:41:11.935319Z
760,302.04,buy,0.01,2015-01-08T06:41:52.476236Z
761,302.49,sell,0.01,2015-01-08T06:41:58.209532Z
762,274.08,buy,0.01,2015-01-08T06:42:38.386873Z
763,302.47,buy,0.01,2015-01-08T06:43:05.48565Z
764,267.37,buy,0.01,2015-01-08T06:43:35.932835Z
765,308.04,sell,0.01,2015-01-08T06:44:00.545796Z
766,271.03,buy,0.01,2015-01-08T06:44:34.540209Z
767,279.48,buy,0.01,2015-01-08T06:44:54.560001Z
768,277.5,sell,0.01,2015-01-08T06:45:23.820848Z
769,290.2,sell,0.01,2015-01-08T06:45:38.71033Z
770,293.82,sell,0.01,2015-01-08T06:45:53.219229Z
771,293.9,buy,0.01,2015-01-08T06:46:30.329672Z
772,310.31,buy,0.01,2015-01-08T06:46:38.46756Z
773,309.66,buy,0.01,2015-01-08T06:47:20.874813Z
774,294.31,sell,0.01,2015-01-08T06:47:47.768996Z
775,282.7,sell,0.01,2015-01-08T06:48:00.213827Z
776,275.82,sell,0.01,2015-01-08T06:48:29.157491Z
777,307.25,buy,0.01,2015-01-08T06:48:36.446677Z
778,299.98,sell,0.01,2015-01-08T06:48:57.929103Z
779,312.93,sell,0.01,2015-01-08T06:49:10.725544Z
780,285.52,buy,0.01,2015-01-08T06:49:20.3826Z
781,266.4,sell,0.01,2015-01-08T06:49:44.385112Z
782,307.48,sell,0.01,2015-01-08T06:50:16.955557Z
783,277.17,buy,0.01,2015-01-08T06:50:54.782482Z
784,278.17,buy,0.01,2015-01-08T06:51:35.29689Z
785,304.28,sell,0.01,2015-01-08T06:52:13.167885Z
786,289.85,sell,0.01,2015-01-08T06:52:22.395543Z
787,274.66,buy,0.01,2015-01-08T06:52:54.118194Z
788,305.93,buy,0.01,2015-01-08T06:53:28.916354Z
789,294.49,buy,0.01,2015-01-08T06:53:56.31482Z
790,295.0,sell,0.01,2015-01-08T06:54:16.400376Z
791,267.01,buy,0.01,2015-01-08T06:54:28.989568Z
792,307.53,buy,0.01,2015-01-08T06:55:12.7294Z
793,291.03,buy,0.01,2015-01-08T06:55:52.507001Z
794,265.99,buy,0.01,2015-01-08T06:56:00.875572Z
795,308.54,buy,0.01,2015-01-08T06:56:45.824182Z
796,286.28,buy,0.01,2015-01-08T06:57:24.374562Z
797,296.59,buy,0.01,2015-01-08T06:57:41.871363Z
798,308.86,sell,0.01,2015-01-08T06:57:50.451288Z
799,278.98,buy,0.01,2015-01-08T06:58:00.050493Z
800,269.48,sell,0.01,2015-01-08T06:58:28.170905Z
801,267.75,sell,0.01,2015-01-08T06:58:53.382668Z
802,292.48,sell,0.01,2015-01-08T06:59:01.083757Z
803,311.87,buy,0.01,2015-01-08T06:59:22.951513Z
804,314.91,sell,0.01,2015-01-08T06:59:37.104086Z
805,289.39,buy,0.01,2015-01-08T07:00:14.061501Z
806,306.49,buy,0.01,2015-01-08T07:00:25.451231Z
807,312.99,buy,0.01,2015-01-08T07:00:55.402374Z
808,300.58,sell,0.01,2015-01-08T07:01:05.592922Z
809,275.49,sell,0.01,2015-01-08T07:01:43.268187Z
810,310.21,buy,0.01,2015-01-08T07:02:25.430843Z
811,277.06,sell,0.01,2015-01-08T07:03:00.154384Z
812,311.51,buy,0.01,2015-01-08T07:03:18.563227Z
813,293.18,buy,0.01,2015-01-08T07:03:48.830947Z
814,270.18,buy,0.01,2015-01-08T07:04:21.543248Z
815,284.93,sell,0.01,2015-01-08T07:04:56.453216Z
816,267.18,sell,0.01,2015-01-08T07:05:10.211991Z
817,276.03,sell,0.01,2015-01-08T07:05:52.645343Z
818,280.17,buy,0.01,2015-01-08T07:06:34.907336Z
819,292.52,sell,0.01,2015-01-08T07:07:05.80592Z
820,290.29,sell,0.01,2015-01-08T07:07:43.097585Z
821,280.12,sell,0.01,2015-01-08T07:07:59.64524Z
822,296.29,sell,0.01,2015-01-08T07:08:16.981556Z
823,281.97,sell,0.01,2015-01-08T07:08:51.730529Z
824,293.64,sell,0.01,2015-01-08T07:09:10.392672Z
825,298.24,sell,0.01,2015-01-08T07:09:44.168126Z
826,283.69,buy,0.01,2015-01-08T07:10:10.715588Z
827,303.97,sell,0.01,2015-01-08T07:10:16.193298Z
828,299.51,buy,0.01,2015-01-08T07:10:32.077681Z
829,265.68,sell,0.01,2015-01-08T07:10:38.820234Z
830,305.97,sell,0.01,2015-01-08T07:11:11.061142Z
831,293.74,buy,0.01,2015-01-08T07:11:23.575944Z
832,269.4,buy,0.01,2015-01-08T07:11:37.804549Z
833,297.55,buy,0.01,2015-01-08T07:12:07.741127Z
834,306.77,sell,0.01,2015-01-08T07:12:26.344378Z
835,296.9,buy,0.01,2015-01-08T07:12:54.234908Z
836,266.83,buy,0.01,2015-01-08T07:13:34.708551Z
837,303.8,sell,0.01,2015-01-08T07:13:52.857368Z
838,296.69,sell,0.01,2015-01-08T07:14:20.601008Z
839,284.85,sell,0.01,2015-01-08T07:14:32.937667Z
840,290.01,sell,0.01,2015-01-08T07:15:11.656076Z
841,284.5,buy,0.01,2015-01-08T07:15:38.655413Z
842,269.37,sell,0.01,2015-01-08T07:16:13.093371Z
843,282.36,buy,0.01,2015-01-08T07:16:55.898581Z
844,280.6,sell,0.01,2015-01-08T07:17:12.799428Z
845,300.95,buy,0.01,2015-01-08T07:17:54.088378Z
846,284.35,sell,0.01,2015-01-08T07:18:12.910609Z
847,309.14,buy,0.01,2015-01-08T07:18:51.1212Z
848,277.41,sell,0.01,2015-01-08T07:19:36.489428Z
849,292.6,sell,0.01,2015-01-08T07:20:16.87133Z
850,311.26,sell,0.01,2015-01-08T07:20:45.355376Z
851,291.53,sell,0.01,2015-01-08T07:20:53.632022Z
852,267.33,sell,0.01,2015-01-08T07:21:02.64982Z
853,292.38,sell,0.01,2015-01-08T07:21:17.766697Z
854,269.47,buy,0.01,2015-01-08T07:21:53.463716Z
855,301.28,sell,0.01,2015-01-08T07:22:11.27241Z
856,313.03,sell,0.01,2015-01-08T07:22:34.570217Z
857,299.69,sell,0.01,2015-01-08T07:22:46.426609Z
858,270.87,sell,0.01,2015-01-08T07:23:04.145546Z
859,299.93,sell,0.01,2015-01-08T07:23:12.416671Z
860,273.23,buy,0.01,2015-01-08T07:23:28.810552Z
861,310.91,sell,0.01,2015-01-08T07:24:00.683705Z
862,290.53,buy,0.01,2015-01-08T07:24:18.155652Z
863,293.75,buy,0.01,2015-01-08T07:25:00.891233Z
864,295.7,buy,0.01,2015-01-08T07:25:31.088588Z
865,301.51,sell,0.01,2015-01-08T07:26:05.706607Z
866,285.62,buy,0.01,2015-01-08T07:26:16.077632Z
867,310.91,sell,0.01,2015-01-08T07:26:48.197865Z
868,290.63,sell,0.01,2015-01-08T07:27:29.400168Z
869,288.79,buy,0.01,2015-01-08T07:27:48.743727Z
870,297.44,buy,0.01,2015-01-08T07:28:27.514218Z
871,309.08,buy,0.01,2015-01-08T07:29:08.716044Z
872,314.11,sell,0.01,2015-01-08T07:29:25.311006Z
873,281.47,sell,0.01,2015-01-08T07:30:02.1019Z
874,268.34,sell,0.01,2015-01-08T07:30:23.005615Z
875,267.49,sell,0.01,2015-01-08T07:30:43.557796Z
876,294.94,buy,0.01,2015-01-08T07:31:08.222088Z
877,265.81,buy,0.01,2015-01-08T07:31:22.589422Z
878,289.01,sell,0.01,2015-01-08T07:31:50.477187Z
879,292.89,buy,0.01,2015-01-08T07:32:34.051443Z
880,267.6,sell,0.01,2015-01-08T07:32:40.562637Z
881,275.07,sell,0.01,2015-01-08T07:33:03.605218Z
882,266.44,sell,0.01,2015-01-08T07:33:48.542851Z
883,270.64,sell,0.01,2015-01-08T07:34:23.544168Z
884,272.43,buy,0.01,2015-01-08T07:35:00.523732Z
885,299.41,buy,0.01,2015-01-08T07:35:17.424789Z
886,297.61,sell,0.01,2015-01-08T07:35:35.75734Z
887,297.75,buy,0.01,2015-01-08T07:36:09.295906Z
888,271.58,buy,0.01,2015-01-08T07:36:27.502771Z
889,295.25,buy,0.01,2015-01-08T07:36:47.406372Z
890,286.78,sell,0.01,2015-01-08T07:36:53.275603Z
891,281.58,sell,0.01,2015-01-08T07:37:33.861918Z
892,273.55,buy,0.01,2015-01-08T07:37:59.310469Z
893,298.04,buy,0.01,2015-01-08T07:38:10.933295Z
894,272.24,buy,0.01,2015-01-08T07:38:45.272435Z
895,272.63,sell,0.01,2015-01-08T07:38:59.264114Z
896,271.45,buy,0.01,2015-01-08T07:39:11.491562Z
897,266.94,buy,0.01,2015-01-08T07:39:28.886198Z
898,267.64,buy,0.01,2015-01-08T07:39:41.564122Z
899,284.8,sell,0.01,2015-01-08T07:39:51.167419Z
900,283.46,sell,0.01,2015-01-08T07:40:11.488541Z
901,313.86,sell,0.01,2015-01-08T07:40:44.82723Z
